candidate_id,name,email,phone,submitted_at,salary_full_time,salary_part_time,has_salary_info,salary_ratio_pt_ft,available_full_time,available_part_time,availability_flexibility,both_available,total_experiences,unique_companies,has_big_tech,has_senior_role,has_lead_role,most_common_role_type,experience_diversity_score,company_prestige_score,avg_prestige_per_role,highest_education_level,total_degrees,has_cs_degree,has_top_school,has_high_gpa,total_skills,frontend_skills,backend_skills,mobile_skills,data_skills,cloud_skills,database_skills,devops_skills,language_skills,is_full_stack,high_demand_skills,skills_diversity_score,primary_skill_category,country,city,continent,timezone_group,is_major_tech_hub,experience_score,skills_score,education_score,market_value_score,completeness_score,detailed_experience_score,detailed_skills_score,detailed_education_score,detailed_skill_categories,detailed_is_full_stack,detailed_high_demand_count,detailed_has_tech_degree,detailed_top50_schools,detailed_top25_schools,overall_score,enhanced_overall_score,experience_level,enhanced_experience_level,original_skills,original_work_experiences,score_percentile,enhanced_score_percentile,salary_percentile,experience_percentile,value_tier,enhanced_value_tier,experience_tier,budget_category,value_for_money,enhanced_value_for_money
229,Energetic Fox,energetic-fox@example.com,12096174685,2025-01-28 09:20:08.000000,71262,0,True,0.0,True,True,2,True,4,4,False,True,True,Engineering,1.0,4,1.0,Bachelor's Degree,1,True,False,False,8,1,1,0,0,2,1,0,3,True,5,0.625,languages,United States,United States,North America,Americas,False,25,26,10,15,12,21,29.25,20,"['frontend', 'backend', 'database', 'cloud', 'languages']",True,5.0,True,0.0,0.0,86.0,97.25,Senior,Junior,"JavaScript, Python, Ruby on Rails, SQL, Amazon Web Services, Java, PHP, Azure",Adora Point of Sale: Software Engineer; Gearbox Publishing: Backend Engineer; Vod Ripper: Software Engineer; California Department of Transportation: Lead Software Engineer,82.92307692307692,86.82051282051282,25.64102564102564,57.128205128205124,Excellent,Medium,Mid,Standard,1.2068142909264405,1.3646824394487946
230,Trustworthy Penguin,trustworthy-penguin@example.com,3550693293175,2025-01-26 19:33:55.000000,50764,0,True,0.0,True,True,2,True,4,4,False,False,False,Engineering,1.0,4,1.0,Bachelor's Degree,1,True,False,False,9,5,0,0,0,0,1,0,3,False,5,0.375,frontend,Tirana,Tirana,Other,Other,False,25,28,10,20,12,16,27.75,20,"['frontend', 'database', 'languages']",False,5.0,True,0.0,0.0,93.0,95.75,Senior,Junior,"Bootstrap, Java, JavaScript, React, Redux, SQL, TypeScript, Angular, NET",TeamSystem: Software Developer; SmartWork: Software Developer; Raiffeisen Bank Albania: Web Developer; Soft & Solution: Web Developer,92.66666666666666,85.33333333333334,5.743589743589744,57.128205128205124,Excellent,Medium,Mid,Budget,1.8320069340477503,1.8861791820975493
231,Energetic Seal,energetic-seal@example.com,5491127742975,2025-01-27 22:11:59.000000,93578,0,True,0.0,True,True,2,True,2,2,False,False,False,Analytics,1.0,2,1.0,Bachelor's Degree,3,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Argentina,Argentina,South America,Americas,False,16,0,10,20,10,8,0.0,15,,,,False,0.0,0.0,54.333333333333336,53.0,Mid-Level,Entry-Level,,Miccasino: Financial Analyst; Respuestas CeroCaima: IT Support Specialist,18.974358974358974,14.871794871794872,46.256410256410255,21.897435897435898,Medium,Low,Junior,Standard,0.5806208011854638,0.5663724379661886
232,Brave Hamster,brave-hamster@example.com,551991036965,2025-01-28 00:58:12.000000,101020,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,7,2.3333333333333335,Bachelor's Degree,3,True,False,False,9,3,1,0,0,3,1,1,1,True,6,0.75,frontend,Brazil,Brazil,South America,Americas,False,24,28,10,20,12,12,31.5,20,"['frontend', 'backend', 'database', 'cloud', 'devops', 'languages']",True,6.0,True,0.0,0.0,92.0,95.5,Senior,Junior,"SQL, Amazon Web Services, Nest JS, Docker, React, Google Cloud Platform, Node JS, Angular, TypeScript",Matias Machline Foundation: Research and Development Intern; Skytrader: Frontend Engineer; Eldorado Institute: Software Developer Intern,91.23076923076923,85.12820512820512,53.53846153846153,83.48717948717949,Excellent,Medium,Mid,Premium,0.9107107503464661,0.945357354979212
233,Sassy Yeti,sassy-yeti@example.com,557191996148414,2025-01-28 06:12:12.000000,141770,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Bachelor's Degree,2,False,False,False,7,3,1,1,0,0,0,0,3,True,5,0.5,frontend,Brazil,Brazil,South America,Americas,False,24,24,10,15,12,12,27.0,15,"['frontend', 'backend', 'mobile', 'languages']",True,5.0,False,0.0,0.0,83.0,81.0,Senior,Junior,"Java, JavaScript, Node JS, React, React Native, Redux, TypeScript",FullStack Labs: Software Engineer; SGS: Frontend Engineer; Qesh Payments: Frontend Engineer,78.46153846153847,67.64102564102565,97.23076923076923,40.35897435897436,High,Medium,Mid,Executive,0.5854553149467446,0.5713479579600761
234,Hilarious Xenops,hilarious-xenops@example.com,13372553792,2025-01-27 05:24:08.000000,60202,0,True,0.0,True,True,2,True,4,4,False,False,False,Other,1.0,4,1.0,Juris Doctor (J.D),2,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,United States,United States,North America,Americas,False,25,0,0,15,10,16,0.0,0,,,,False,0.0,0.0,48.333333333333336,41.0,Senior,Junior,,UNM School of Law Clinical Program - Child and Family Justice Clinic: Legal Intern; New Mexico Supreme Court: Legal Intern; New Mexico Eviction Prevention and Diversion Program: Legal Intern; American Civil Liberties Union - New Mexico: Legal Intern,9.948717948717949,3.948717948717949,15.076923076923077,57.128205128205124,Low,Low,Mid,Standard,0.802852618406919,0.6810404969934554
235,Noble Walrus,noble-walrus@example.com,112068501999,2025-01-27 06:29:52.000000,123053,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Bachelor's Degree,2,True,True,True,8,2,1,0,0,0,2,0,2,True,3,0.5,frontend,United States,United States,North America,Americas,False,16,22,10,5,12,8,22.0,25,"['frontend', 'backend', 'database', 'languages']",True,3.0,True,2.0,0.0,63.0,72.0,Mid-Level,Entry-Level,"SQL, Vue JS, C++, Java, PostgreSQL, Node JS, Kafka, Angular",PSA International: Systems Engineer; Olam International: Software Developer Intern,38.35897435897436,50.76923076923077,77.02564102564102,21.897435897435898,Medium,Low,Junior,Premium,0.5119745150463622,0.5851137314815568
236,Zealous Manatee,zealous-manatee@example.com,5491138477190,2025-01-28 05:32:20.000000,54175,0,True,0.0,True,True,2,True,2,2,False,False,False,Other,1.0,2,1.0,Associate's Degree,1,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Versalles,Versalles,Other,Other,False,16,0,5,20,10,8,0.0,10,,,,False,0.0,0.0,49.333333333333336,48.0,Mid-Level,Entry-Level,,Repartos Ya: Operational Specialist; CDA: COBOL Engineers,12.205128205128204,8.76923076923077,9.64102564102564,21.897435897435898,Low,Low,Junior,Budget,0.9106291339793878,0.8860175357637287
237,Cheerful Ostrich,cheerful-ostrich@example.com,55711981753995,2025-01-26 15:01:54.000000,138731,0,True,0.0,True,True,2,True,8,8,True,True,False,Engineering,1.0,17,2.125,Bachelor's Degree,1,True,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,São Paulo,São Paulo,Other,Other,False,25,0,10,15,10,35,0.0,20,,,,True,0.0,0.0,58.333333333333336,80.0,Senior,Mid-Level,,Microsoft: Senior Software Engineer; Capgemini: Consultant; Cast: Senior Software Engineer; DRM: Senior Software Engineer; Acionista.net: Software Developer; Uniban: Senior Software Engineer; Indiana Seguros: Software Developer; Opus Software: Software Developer Intern,28.000000000000004,65.6923076923077,93.33333333333333,98.56410256410257,Medium,Low,Senior,Premium,0.42047799938970626,0.5766555420201686
238,Delightful,delightful-raccoon@example.com,5519999571012,2025-01-27 13:47:20.000000,54478,0,True,0.0,True,True,2,True,2,1,False,False,False,Engineering,0.5,2,1.0,Bachelor's Degree,1,True,False,False,8,2,1,1,0,0,0,0,2,True,3,0.5,frontend,Alcindo Dell’agnese,Alcindo Dell’agnese,Other,Other,False,16,22,10,20,12,8,22.0,20,"['frontend', 'backend', 'mobile', 'languages']",True,3.0,True,0.0,0.0,78.0,82.0,Mid-Level,Entry-Level,"Figma, PHP, Python, React, React Native, TypeScript, Cypress, TailwindCSS",Hacker Rangers: Full Stack Developer; Hacker Rangers: Software Developer Intern,70.66666666666667,68.97435897435898,9.948717948717949,21.897435897435898,High,Medium,Junior,Budget,1.4317706230037812,1.5051947575167957
239,Clever Tapir,clever-tapir@example.com,5511966330403,2025-01-28 22:25:02.000000,124461,0,True,0.0,True,True,2,True,3,3,False,False,False,Other,1.0,3,1.0,Associate's Degree,2,True,False,False,6,0,1,0,1,0,2,0,1,False,2,0.5,database,São Paulo,São Paulo,Other,Other,False,24,16,5,15,12,12,17.0,15,"['backend', 'data', 'database', 'languages']",False,2.0,True,0.0,0.0,70.0,71.0,Senior,Junior,"Django, Python, SQL, Pandas, PostgreSQL, XML",BMP - Money Plus: Software Developer; Prefeitura de Franciscc Morato: Operational Specialist; Prefeitura de Campo Limpo Paulista: Operational Specialist,56.97435897435897,49.17948717948718,79.17948717948718,40.35897435897436,Medium,Low,Mid,Premium,0.562425177364797,0.5704598227557227
240,Noble Flamingo,noble-flamingo@example.com,551997416600,2025-01-27 22:56:07.000000,126019,0,True,0.0,True,True,2,True,2,2,False,False,False,Other,1.0,2,1.0,Bachelor's Degree,2,False,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Paulínia,Paulínia,Other,Other,False,16,0,10,15,10,8,0.0,15,,,,False,0.0,0.0,49.333333333333336,48.0,Mid-Level,Entry-Level,,Enterprise Viagens e Turismo: Marketing Specialist; WB Mecânica: Operational Specialist,12.205128205128204,8.76923076923077,81.23076923076923,21.897435897435898,Low,Low,Junior,Premium,0.39147535953573137,0.38089494441314403
241,,trustworthy-cat@example.com,13862050415,2025-01-26 07:27:32.000000,123690,0,True,0.0,True,True,2,True,6,5,False,False,True,Other,0.8333333333333334,10,1.6666666666666667,Juris Doctor (J.D),2,False,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,United States,United States,North America,Americas,False,25,0,0,5,8,20,0.0,0,,,,False,0.0,0.0,36.666666666666664,33.0,Senior,Junior,,Bowen | Schroth: Legal Intern; Santa Fe College: Legal Intern; UF College of Law: Researcher; UF College of Law: Tutor; University of Central Florida: Business Manager; Senator Marco Rubio: Legal Intern,3.794871794871795,1.7435897435897436,78.05128205128206,92.51282051282051,Low,Low,Senior,Premium,0.2964400247931657,0.26679602231384913
242,Friendly Zebra,friendly-zebra@example.com,18722982691,2025-01-28 22:12:14.000000,68056,0,True,0.0,True,True,2,True,3,3,False,True,False,Engineering,1.0,3,1.0,Bachelor's Degree,2,True,False,False,12,5,2,0,0,1,0,0,3,True,6,0.5,frontend,United States,United States,North America,Americas,False,24,30,10,15,12,17,32.0,20,"['frontend', 'backend', 'cloud', 'languages']",True,6.0,True,0.0,0.0,89.0,96.0,Senior,Junior,"JavaScript, Node JS, REST APIs, Amazon Web Services, Project Management, React, Express, Java, Next JS, GraphQL, Angular, TypeScript",Estee Lauder: Senior Full Stack Developer; Catalyte: Full Stack Developer; Bright Development: Full Stack Developer,86.61538461538461,85.53846153846155,22.666666666666664,40.35897435897436,Excellent,Medium,Mid,Standard,1.3077465616551076,1.4106030327965207
243,Hopeful,hopeful-newt@example.com,5511959641906,2025-01-27 23:15:46.000000,107010,0,True,0.0,True,True,2,True,5,5,False,False,False,Engineering,1.0,5,1.0,Bachelor's Degree,1,True,False,False,1,0,0,0,0,0,0,0,1,False,1,0.125,languages,Uberlândia,Uberlândia,Other,Other,False,25,4,10,15,12,20,5.25,20,['languages'],False,1.0,True,0.0,0.0,64.0,72.25,Senior,Junior,Java,Markmonitor: Full Stack Developer; Ene Solutions: Web Developer; Brazil Software: Consultant; Everis: Java Developer; Powerlogic: Software Developer,43.17948717948718,51.17948717948718,60.1025641025641,68.92307692307692,Medium,Low,Mid,Premium,0.598074946266704,0.6751705448088964
244,Clever Urchin,clever-urchin@example.com,201155515196,2025-01-28 14:12:05.000000,61302,0,True,0.0,True,True,2,True,6,6,False,True,False,Engineering,1.0,6,1.0,Bachelor's Degree,1,False,False,False,10,1,0,0,0,2,0,5,1,False,2,0.5,devops,Egypt,Egypt,Africa,Other,False,25,24,10,20,12,25,21.0,15,"['frontend', 'cloud', 'devops', 'languages']",False,2.0,False,0.0,0.0,89.0,93.0,Senior,Mid-Level,"Docker, GraphQL, TypeScript, Kubernetes, Ansible, Jenkins, Terraform, CircleCI, Prometheus, Grafana",Zyda: Senior DevOps Engineer; Exacall: Senior DevOps Engineer; PikaDo.io: Senior DevOps Engineer; Verb Technology Company: DevOps Engineer; Roqay: DevOps Engineer; SolutionsPlus: System Administrator,86.61538461538461,82.66666666666667,16.307692307692307,76.61538461538461,Excellent,Medium,Senior,Standard,1.451828651593749,1.5170793775080749
245,Magical Cat,magical-cat@example.com,88081721553842,2025-01-28 19:48:50.000000,91877,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Bachelor's Degree,3,True,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Bangladesh,Bangladesh,Asia,Asia,False,24,0,10,20,10,12,0.0,20,,,,True,0.0,0.0,62.333333333333336,62.0,Senior,Junior,,Apsis Solution Bangladesh: Software Engineer; Bengal Software: Software Developer Intern; Miaki Media: Operational Specialist,35.48717948717949,30.461538461538463,43.794871794871796,40.35897435897436,Medium,Low,Mid,Standard,0.6784432810532923,0.6748152421171785
246,Courageous Iguana,courageous-iguana@example.com,201141238248,2025-01-27 19:53:32.000000,128072,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Bachelor's Degree,1,True,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,New Cairo,New Cairo,Other,Other,False,16,0,10,15,10,8,0.0,20,,,,True,0.0,0.0,49.333333333333336,53.0,Mid-Level,Entry-Level,,ERPCloud Systems: Backend Engineer; Next Academy: Engineering Domain Expert,12.205128205128204,14.871794871794872,83.07692307692308,21.897435897435898,Low,Low,Junior,Premium,0.38519999167135155,0.4138297207820601
247,Noble Newt,noble-newt@example.com,1202858823636,2025-01-27 00:54:04.000000,70151,0,True,0.0,True,True,2,True,2,2,False,True,False,Other,1.0,2,1.0,Master's Degree,3,True,False,False,7,3,0,0,0,1,0,1,2,False,3,0.5,frontend,Canada,Canada,North America,Americas,False,16,20,15,15,12,13,21.0,25,"['frontend', 'cloud', 'devops', 'languages']",False,3.0,True,0.0,0.0,76.0,86.0,Mid-Level,Junior,"JavaScript, Splunk, Amazon Web Services, Java, Angular, HTML/CSS, Jenkins",Infosys: Senior System Administrator; MiIT Technologies: Java Developer,67.48717948717949,74.66666666666667,24.923076923076923,21.897435897435898,High,Medium,Junior,Standard,1.0833772861398983,1.2259269290530428
248,Energetic Penguin,energetic-penguin@example.com,52611446106262,2025-01-29 02:53:24.000000,62490,0,True,0.0,True,True,2,True,1,1,False,False,False,Engineering,1.0,1,1.0,Bachelor's Degree,2,True,False,False,1,0,0,0,0,0,0,0,1,False,1,0.125,languages,Santiago de Queretaro,Santiago de Queretaro,Other,Other,False,8,4,10,20,12,4,5.25,20,['languages'],False,1.0,True,0.0,0.0,52.0,61.25,Junior,Entry-Level,Python,Automatizacion Industrial Bajo: Software Engineer,14.820512820512821,29.076923076923077,17.53846153846154,8.76923076923077,Medium,Low,Junior,Standard,0.8321331413026084,0.9801568250920147
249,Delightful Jaguar,delightful-jaguar@example.com,949111469297,2025-01-27 18:55:14.000000,99241,0,True,0.0,True,True,2,True,3,3,False,True,True,Engineering,1.0,3,1.0,Bachelor's Degree,1,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Waikkala,Waikkala,Other,Other,False,24,0,10,20,10,17,0.0,15,,,,False,0.0,0.0,62.333333333333336,62.0,Senior,Junior,,High Energy Media: Senior Software Engineer; Meedly: Director; Claunster: Software Engineer,35.48717948717949,30.461538461538463,51.7948717948718,40.35897435897436,Medium,Low,Mid,Standard,0.6281006170164886,0.6247417901875233
250,Spirited Lemur,spirited-lemur@example.com,,2025-01-26 09:17:14.000000,127673,0,True,0.0,True,True,2,True,2,2,False,False,False,Other,1.0,2,1.0,Bachelor's Degree,1,True,False,True,9,5,1,0,0,0,0,0,3,True,5,0.375,frontend,United States,United States,North America,Americas,False,16,28,10,5,11,8,27.75,20,"['frontend', 'backend', 'languages']",True,5.0,True,0.0,0.0,68.16666666666667,71.75,Mid-Level,Entry-Level,"HTML/CSS, Java, JavaScript, Next JS, Node JS, React, Redux, TypeScript, TailwindCSS",Springfield College: Tutor; Terra: Software Developer Intern,52.256410256410255,50.30769230769231,82.66666666666667,21.897435897435898,Medium,Low,Junior,Premium,0.5339160720486451,0.5619825648335983
251,Sincere Rabbit,sincere-rabbit@example.com,2347065746155,2025-01-29 01:52:30.000000,71593,0,True,0.0,True,True,2,True,4,4,False,False,False,Analytics,1.0,4,1.0,Bachelor's Degree,2,True,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Minna,Minna,Other,Other,False,25,0,10,20,10,16,0.0,20,,,,True,0.0,0.0,63.333333333333336,66.0,Senior,Junior,,Ami-Tech: Writer; Appen Connect: Search Analyst; OneForma: Researcher; Telus International: Search Analyst,40.61538461538461,37.84615384615385,26.564102564102566,57.128205128205124,Medium,Low,Mid,Standard,0.8846302478361479,0.9218778372187224
252,Unique Penguin,unique-penguin@example.com,48731894812,2025-01-27 20:44:41.000000,131940,0,True,0.0,True,True,2,True,4,4,False,True,False,Engineering,1.0,4,1.0,Bachelor's Degree,2,False,False,False,16,0,1,0,0,3,2,3,1,False,3,0.625,cloud,Poland,Poland,Other,Other,False,25,26,10,15,12,21,30.25,15,"['backend', 'database', 'cloud', 'devops', 'languages']",False,3.0,False,0.0,0.0,86.0,93.25,Senior,Junior,"SQL, REST APIs, Kubernetes, Fast API, Redis, CircleCI, RabbitMQ, Helm, Docker, Grafana, ETL, Python, Ansible, Google Cloud Platform, Flask, Prometheus",Center of New Technology UW: Researcher; FLYR Labs: Python Developer; Samsung R&D: Software Engineer; Cisco: Senior Software Engineer,82.92307692307692,83.02564102564102,86.87179487179488,57.128205128205124,Excellent,Medium,Mid,Premium,0.6518114294376232,0.7067606487797484
253,Thoughtful Viper,thoughtful-viper@example.com,17739516939,2025-01-29 01:34:31.000000,75032,0,True,0.0,True,True,2,True,4,4,False,False,True,Other,1.0,4,1.0,Master's Degree,2,False,True,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Chicago,Chicago,Other,Other,False,25,0,15,20,10,16,0.0,30,,,,False,1.0,1.0,68.33333333333333,76.0,Senior,Junior,,West Side United: Data Scientist; Chicago Youth Service Corps: Project Manager; Ascend Justice Legal Clinic: Legal Specialist; Americorps: Legal Specialist,53.84615384615385,59.23076923076923,29.846153846153843,57.128205128205124,Medium,Low,Mid,Standard,0.9107225361623484,1.0129011621708073
254,Joyful Buffalo,joyful-buffalo@example.com,55988252711,2025-01-27 19:03:56.000000,114434,0,True,0.0,True,True,2,True,6,6,False,True,False,Engineering,1.0,6,1.0,Bachelor's Degree,2,True,False,False,14,3,1,0,0,1,2,1,4,True,4,0.75,languages,Chapecó,Chapecó,Other,Other,False,25,28,10,15,12,25,33.5,20,"['frontend', 'backend', 'database', 'cloud', 'devops', 'languages']",True,4.0,True,0.0,0.0,88.0,105.5,Senior,Mid-Level,"SQL, JavaScript, Microservices, C#, Azure, PHP, HTML/CSS, Jenkins, Java, ETL, PostgreSQL, Python, Cobol, Angular",GlobalWeb: Senior Software Engineer; Universidade Federal da Fronteira Sul: Software Developer; Angellira Rastreamento Satelital: Database Administrator; Faculdade Santa Rita: Tutor; Questor Sistemas: Software Developer; Clipweb: Web Developer,85.38461538461539,94.35897435897435,68.61538461538461,76.61538461538461,Excellent,Medium,Senior,Premium,0.769002219620043,0.9219287973853925
255,Energetic Ibex,energetic-ibex@example.com,61435354330,2025-01-28 16:52:21.000000,115944,0,True,0.0,True,True,2,True,2,2,False,False,False,Other,1.0,2,1.0,Bachelor's Degree,1,False,False,False,5,1,0,1,0,0,0,0,1,False,2,0.375,frontend,Reid,Reid,Other,Other,False,16,14,10,15,12,8,14.75,15,"['frontend', 'mobile', 'languages']",False,2.0,False,0.0,0.0,65.0,64.75,Mid-Level,Entry-Level,"Java, React, React Native, Microservices, REST APIs",Cognizant: Associate Consultant; Inventrix: Software Developer,44.61538461538462,34.76923076923077,70.35897435897436,21.897435897435898,Medium,Low,Junior,Premium,0.5606154695370179,0.5584592561926447
256,Intelligent,intelligent-monkey@example.com,971565467169,2025-01-27 19:04:48.000000,120605,0,True,0.0,True,True,2,True,2,2,False,False,False,Engineering,1.0,2,1.0,Master's Degree,2,True,False,True,1,0,0,0,0,0,0,0,1,False,1,0.125,languages,United Arab Emirates,United Arab Emirates,Other,Other,False,16,4,15,15,12,8,5.25,25,['languages'],False,1.0,True,0.0,0.0,60.0,65.25,Mid-Level,Entry-Level,Python,Tata Elxsi: Software Engineer; Camerinfolks: Software Developer Intern,30.71794871794872,36.35897435897436,74.46153846153845,21.897435897435898,Medium,Low,Junior,Premium,0.4974918121139256,0.5410223456738941
257,Smart Kangaroo,smart-kangaroo@example.com,5491140929874,2025-01-26 07:19:22.000000,110952,0,True,0.0,True,True,2,True,0,0,False,False,False,None,0.0,0,0.0,Bachelor's Degree,2,False,False,False,3,1,0,0,0,0,0,0,0,False,0,0.125,frontend,Buenos Aires,Buenos Aires,Other,Other,False,0,6,10,15,10,0,4.25,15,['frontend'],False,0.0,False,0.0,0.0,39.333333333333336,44.25,Entry-Level,Entry-Level,"HTML/CSS, SAP, Networking",,4.564102564102565,5.743589743589744,64.61538461538461,2.5128205128205128,Low,Low,Entry,Premium,0.35450765496190545,0.39882111183214364
258,Clever Yak,clever-yak@example.com,5516999627256,2025-01-28 05:31:46.000000,85532,0,True,0.0,True,True,2,True,6,6,False,False,True,Engineering,1.0,6,1.0,Master's Degree,2,True,True,True,4,0,0,0,0,0,0,0,1,False,0,0.125,languages,Sao Carlos,Sao Carlos,Other,Other,False,25,8,15,20,12,20,5.25,30,['languages'],False,0.0,True,2.0,0.0,78.0,87.25,Senior,Junior,"Blockchain, REST APIs, C++, R",IBM: Software Developer Intern; Blockforce: Software Developer; CPqD: Blockchain Developer; Play9: Blockchain Developer; F1RST Tecnologia: Backend Engineer; Banco do Brasil: Technical Project Manager,70.66666666666667,76.1025641025641,37.94871794871795,76.61538461538461,High,Medium,Senior,Standard,0.9119393911050835,1.0200860496656223
259,Sassy,sassy-elephant@example.com,2349063074452,2025-01-27 00:55:05.000000,106245,0,True,0.0,True,True,2,True,4,4,False,True,True,Management,1.0,4,1.0,,4,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Nassarawa,Nassarawa,Other,Other,False,25,0,0,15,10,21,0.0,0,,,,False,0.0,0.0,48.333333333333336,46.0,Senior,Junior,,TAP-Academy: Project Manager; NMCN: Lead Backend Engineer; Allonfasaha: Technical Project Manager; Blueberry: Lead Backend Engineer,9.948717948717949,6.769230769230769,59.282051282051285,57.128205128205124,Low,Low,Mid,Premium,0.45492336894285224,0.43296155113181795
260,Happy Quokka,happy-quokka@example.com,16183109535,2025-01-27 20:45:33.000000,53248,0,True,0.0,True,True,2,True,3,3,False,False,False,Engineering,1.0,3,1.0,Bachelor's Degree,3,True,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,United States,United States,North America,Americas,False,24,0,10,15,10,12,0.0,20,,,,True,0.0,0.0,57.333333333333336,57.0,Senior,Junior,,AfterFlea: DevOps Engineer; Data Services Group: DevOps Engineer; DSG-Bear: System Administrator,24.76923076923077,21.17948717948718,8.512820512820513,40.35897435897436,Medium,Low,Mid,Budget,1.0767227564102566,1.0704627403846154
261,Talented Rabbit,talented-rabbit@example.com,55971227779,2025-01-26 14:50:38.000000,55300,0,True,0.0,True,True,2,True,3,3,False,False,True,Management,1.0,3,1.0,Master's Degree,2,False,False,False,4,0,0,0,0,0,0,0,0,False,0,0.0,None,Brazil,Brazil,South America,Americas,False,24,8,15,20,12,12,4.0,20,[],False,0.0,False,0.0,0.0,77.0,68.0,Senior,Junior,"Excel, Powerpoint, SAP, Power BI",Accenture: Accounts Receivable Process Manager; MB Negócios Digitais: Financial Analyst; Patrimar Engenharia: Accounts Receivable Process Manager,69.48717948717949,42.205128205128204,10.666666666666668,40.35897435897436,High,Low,Mid,Budget,1.3924050632911393,1.2296564195298374
262,Friendly Lemur,friendly-lemur@example.com,201286580634,2025-01-27 07:48:34.000000,141908,0,True,0.0,True,True,2,True,1,1,False,False,True,Engineering,1.0,1,1.0,Bachelor's Degree,1,False,False,True,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Egypt,Egypt,Africa,Other,False,8,0,10,15,10,4,0.0,15,,,,False,0.0,0.0,41.333333333333336,44.0,Junior,Entry-Level,,ENPPI: Engineering Manager,5.641025641025641,5.589743589743589,97.53846153846155,8.76923076923077,Low,Low,Junior,Executive,0.29126852138944487,0.31006003889844125
263,Joyful,joyful-snake@example.com,5581999248583,2025-01-27 22:14:05.000000,57264,0,True,0.0,True,True,2,True,6,6,False,False,False,Engineering,1.0,10,1.6666666666666667,Bachelor's Degree,2,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Recife,Recife,Other,Other,False,25,0,10,20,10,20,0.0,15,,,,False,0.0,0.0,63.333333333333336,65.0,Senior,Junior,,Drastosa S/A Inds. Têxteis: Software Developer Intern; Universidade Federal de Pernambuco: Tutor; Mining Environmental Control Laboratory - LACAM: Tutor; Federal University of Pernambuco: Tutor; Explog: Software Developer Intern; Freelance software developer: Software Developer,40.61538461538461,35.58974358974359,12.615384615384615,92.51282051282051,Medium,Low,Senior,Budget,1.1059886374219987,1.1350936015646829
264,Energetic,energetic-platypus@example.com,,2025-01-28 14:36:23.000000,103291,0,True,0.0,True,True,2,True,3,1,False,False,False,Engineering,0.3333333333333333,3,1.0,Bachelor's Degree,3,False,False,False,7,0,2,0,0,1,1,0,0,False,2,0.375,backend,Londrina,Londrina,Other,Other,False,24,18,10,15,11,12,16.75,15,"['backend', 'database', 'cloud']",False,2.0,False,0.0,0.0,76.16666666666667,69.75,Senior,Junior,"Amazon Web Services, MongoDB, Express, UI/UX Design, Agile, Elasticsearch, Node JS",Tata Consultancy Services: Backend Engineer; Tata Consultancy Services: Systems Engineer; Tata Consultancy Services: Software Developer Intern,68.41025641025641,45.69230769230769,56.1025641025641,40.35897435897436,High,Low,Mid,Premium,0.7373988698595877,0.6752766455935174
265,Hopeful Elephant,hopeful-elephant@example.com,55985612081,2025-01-27 07:07:47.000000,63511,0,True,0.0,True,True,2,True,3,3,False,False,True,Engineering,1.0,3,1.0,Bachelor's Degree,3,False,False,False,0,0,0,0,0,0,0,0,0,False,0,0.0,None,Brasilia,Brasilia,Other,Other,False,24,0,10,20,10,12,0.0,15,,,,False,0.0,0.0,62.333333333333336,57.0,Senior,Junior,,Cloud Girls: Cloud Engineer; CEITEE: IT Support Specialist; Cushman & Wakefield: Project Manager,35.48717948717949,21.17948717948718,18.564102564102562,40.35897435897436,Medium,Low,Mid,Standard,0.9814572803661308,0.8974823258963014
